"cell_ID"	"FOV"	"cell_type"
"s264"	2	"D"
"s265"	2	"D"
"s266"	2	"D"
"s267"	2	"D"
"s268"	2	"D"
"s269"	2	"D"
"s270"	2	"A"
"s271"	2	"C"
"s272"	2	"A"
"s273"	2	"B"
"s274"	2	"A"
"s275"	2	"D"
"s276"	2	"B"
"s277"	2	"B"
"s278"	2	"A"
"s279"	2	"D"
"s280"	2	"A"
"s281"	2	"A"
"s282"	2	"D"
"s283"	2	"D"
"s284"	2	"A"
"s285"	2	"A"
"s286"	2	"A"
"s287"	2	"B"
"s288"	2	"D"
"s289"	2	"B"
"s290"	2	"D"
"s291"	2	"B"
"s292"	2	"A"
"s293"	2	"A"
"s294"	2	"D"
"s295"	2	"D"
"s296"	2	"A"
"s297"	2	"D"
"s298"	2	"D"
"s299"	2	"A"
"s300"	2	"A"
"s301"	2	"A"
"s302"	2	"D"
"s303"	2	"D"
"s304"	2	"A"
"s305"	2	"A"
"s306"	2	"C"
"s307"	2	"D"
"s308"	2	"A"
"s309"	2	"B"
"s310"	2	"D"
"s311"	2	"A"
"s312"	2	"B"
"s313"	2	"A"
"s314"	2	"D"
"s315"	2	"D"
"s316"	2	"D"
"s317"	3	"B"
"s318"	3	"D"
"s319"	3	"D"
"s320"	3	"B"
"s321"	3	"B"
"s322"	3	"B"
"s323"	3	"B"
"s324"	3	"B"
"s325"	3	"B"
"s326"	3	"D"
"s327"	3	"B"
"s328"	3	"D"
"s329"	3	"B"
"s330"	3	"D"
"s331"	3	"D"
"s332"	3	"C"
"s333"	3	"B"
"s334"	3	"D"
"s335"	3	"B"
"s336"	3	"D"
"s337"	3	"B"
"s338"	3	"B"
"s339"	3	"B"
"s340"	3	"D"
"s341"	3	"C"
"s342"	3	"B"
"s343"	3	"A"
"s344"	3	"B"
"s345"	3	"D"
"s346"	3	"B"
"s347"	3	"D"
"s348"	3	"B"
"s349"	3	"B"
"s350"	3	"D"
"s351"	3	"B"
"s352"	3	"B"
"s353"	3	"B"
"s354"	3	"D"
"s355"	3	"B"
"s356"	3	"B"
"s357"	3	"A"
"s358"	3	"D"
"s359"	3	"D"
"s360"	3	"B"
"s361"	3	"D"
"s362"	3	"D"
"s363"	3	"B"
"s364"	3	"B"
"s365"	3	"B"
"s366"	3	"B"
"s367"	3	"C"
"s368"	3	"D"
"s369"	3	"A"
"s370"	3	"B"
"s371"	3	"B"
"s372"	3	"B"
"s373"	3	"D"
"s374"	3	"A"
"s375"	3	"B"
"s376"	3	"B"
"s377"	3	"B"
"s378"	3	"B"
"s379"	3	"B"
"s380"	3	"D"
"s381"	3	"B"
"s382"	3	"D"
"s383"	3	"B"
"s384"	3	"B"
"s385"	3	"D"
"s386"	3	"B"
"s387"	3	"B"
"s388"	3	"B"
"s389"	3	"B"
"s390"	3	"B"
"s391"	3	"B"
"s392"	3	"A"
"s393"	3	"D"
"s394"	3	"D"
"s395"	3	"A"
"s396"	3	"D"
"s397"	3	"A"
"s398"	3	"A"
"s399"	3	"D"
"s400"	3	"B"
"s401"	3	"A"
"s402"	3	"B"
"s403"	3	"B"
"s404"	3	"D"
"s405"	3	"B"
"s406"	3	"B"
"s407"	3	"A"
"s408"	3	"D"
"s409"	3	"B"
"s410"	3	"C"
"s411"	3	"D"
"s412"	3	"D"
"s413"	3	"B"
"s414"	3	"B"
"s415"	3	"A"
"s416"	3	"D"
"s417"	3	"B"
"s418"	3	"A"
"s419"	3	"B"
"s420"	3	"B"
"s421"	3	"B"
"s422"	3	"D"
"s423"	4	"C"
"s424"	4	"D"
"s425"	4	"D"
"s426"	4	"D"
"s427"	4	"D"
"s428"	4	"D"
"s429"	4	"C"
"s430"	4	"D"
"s431"	4	"C"
"s432"	4	"D"
"s433"	4	"D"
"s434"	4	"C"
"s435"	4	"A"
"s436"	4	"B"
"s437"	4	"B"
"s438"	4	"D"
"s439"	4	"B"
"s440"	4	"B"
"s441"	4	"B"
"s442"	4	"B"
"s443"	4	"D"
"s444"	4	"B"
"s445"	4	"B"
"s446"	4	"B"
"s447"	4	"A"
"s448"	4	"D"
"s449"	4	"C"
"s450"	4	"B"
"s451"	4	"D"
"s452"	4	"B"
"s453"	4	"C"
"s454"	4	"B"
"s455"	4	"B"
"s456"	4	"D"
"s457"	4	"B"
"s458"	4	"B"
"s459"	4	"D"
"s460"	4	"D"
"s461"	4	"D"
"s462"	4	"D"
"s463"	4	"B"
"s464"	4	"B"
"s465"	4	"B"
"s466"	4	"B"
"s467"	4	"A"
"s468"	4	"B"
"s469"	4	"D"
"s470"	4	"B"
"s471"	4	"B"
"s472"	4	"B"
"s473"	4	"D"
"s474"	4	"B"
"s475"	4	"B"
"s476"	4	"B"
"s477"	4	"B"
"s478"	4	"B"
"s479"	4	"A"
"s480"	4	"A"
"s481"	4	"D"
"s482"	4	"D"
"s483"	4	"B"
"s484"	4	"D"
"s485"	4	"D"
"s486"	4	"D"
"s487"	4	"D"
"s488"	4	"C"
"s489"	4	"B"
"s490"	4	"C"
"s491"	4	"D"
"s492"	4	"B"
"s493"	4	"B"
"s494"	4	"A"
"s495"	4	"B"
"s496"	4	"D"
"s497"	4	"B"
"s498"	4	"B"
"s499"	4	"B"
"s500"	4	"A"
"s501"	4	"B"
"s502"	4	"B"
"s503"	4	"B"
"s504"	4	"B"
"s505"	4	"D"
"s506"	4	"A"
"s507"	4	"D"
"s508"	4	"B"
"s509"	4	"D"
"s510"	4	"C"
"s511"	4	"B"
"s512"	4	"D"
"s513"	4	"B"
"s514"	4	"B"
"s515"	4	"B"
"s516"	4	"A"
"s517"	4	"A"
"s518"	4	"B"
"s519"	4	"B"
"s520"	4	"B"
"s521"	4	"B"
"s522"	4	"B"
"s523"	4	"B"
